Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,Line_Move,Total_Move,ML,2H
1124,274,H,Philadelphia,3,0,0,6,9,3,46,4,3,100,0.5
1125,275,V,Baltimore,14,14,7,10,45,1,3.5,2.5,2.5,-180,pk
1125,276,H,LARams,0,6,0,0,6,49,46.5,2.5,2.5,150,21.5
1128,305,V,Chicago,7,3,7,7,24,1,5.5,4.5,4,-270,4
1128,306,H,Detroit,14,3,0,3,20,41,37,4.5,4,220,20
1128,307,V,Buffalo,0,13,10,3,26,45,47,1.5,2,255,24
1128,308,H,Dallas,7,0,0,8,15,8,6.5,1.5,2,-320,4.5
1128,309,V,NewOrleans,7,10,3,6,26,5,7,2,0.5,-390,3
1128,310,H,Atlanta,0,9,0,9,18,48,47.5,2,0.5,295,23.5
1201,451,V,GreenBay,14,3,0,14,31,7.5,6.5,1,3.5,-330,3
1201,452,H,NYGiants,7,3,3,0,13,47,43.5,1,3.5,260,21
1201,453,V,Washington,3,9,3,14,29,41,38.5,1,2.5,425,20
1201,454,H,Carolina,14,0,0,7,21,9.5,10.5,1,2.5,-600,4
1201,455,V,SanFrancisco,7,7,3,0,17,46,45.5,1,0.5,215,23
1201,456,H,Baltimore,7,10,0,3,20,4.5,5.5,1,0.5,-265,2.5
1201,457,V,Tennessee,7,0,10,14,31,42,1,4.5,0.5,-115,21
1201,458,H,Indianapolis,7,3,7,0,17,3.5,41.5,4.5,0.5,-105,pk
1201,459,V,Philadelphia,10,11,7,3,31,9,10,1,2,-600,5.5
1201,460,H,Miami,7,7,12,11,37,46.5,44.5,1,2,425,22.5
1201,461,V,Oakland,0,0,0,9,9,54.5,49.5,2,5,450,22.5
1201,462,H,KansasCity,7,14,10,9,40,9,11,2,5,-650,3
1201,463,V,TampaBay,15,10,0,3,28,49,3,6.5,3,-170,20.5
1201,464,H,Jacksonville,0,0,3,8,11,3.5,46,6.5,3,145,pk
1201,465,V,NYJets,3,3,0,0,6,3,2.5,0.5,2,-140,3
1201,466,H,Cincinnati,7,10,5,0,22,41,43,0.5,2,120,21.5
1201,467,V,LARams,3,17,14,0,34,4.5,2.5,2,0.5,-140,pk
1201,468,H,Arizona,0,0,0,7,7,47,47.5,2,0.5,120,22.5
1201,469,V,LAChargers,0,10,0,10,20,1,4.5,3.5,0.5,-220,4
1201,470,H,Denver,14,3,0,6,23,38,38.5,3.5,0.5,180,20.5
1201,471,V,Cleveland,3,7,0,3,13,40.5,1,4,0.5,-120,19.5
1201,472,H,Pittsburgh,0,10,7,3,20,3,40,4,0.5,100,3
1201,473,V,NewEngland,3,0,6,13,22,4.5,3,1.5,2.5,-180,5.5
1201,474,H,Houston,7,7,7,7,28,44.5,47,1.5,2.5,150,23
1202,475,V,Minnesota,7,10,0,13,30,49,48.5,0.5,0.5,140,24
1202,476,H,Seattle,7,3,17,10,37,2.5,3,0.5,0.5,-160,3.5
1205,101,V,Dallas,7,0,0,17,24,3,3,0,0.5,-170,3.5
1205,102,H,Chicago,0,17,7,7,31,42.5,43,0,0.5,145,21.5
1208,131,V,Baltimore,3,7,7,7,24,6.5,6,0.5,1.5,-260,3
1208,132,H,Buffalo,0,6,3,8,17,43,44.5,0.5,1.5,210,20.5
1208,133,V,Washington,0,6,3,6,15,42,42.5,1.5,0.5,600,20.5
1208,134,H,GreenBay,14,0,3,3,20,14.5,13,1.5,0.5,-900,7
1208,135,V,Denver,14,17,7,0,38,40.5,42.5,0,2,330,21.5
1208,136,H,Houston,0,3,7,14,24,8,8,0,2,-430,7.5
1208,137,V,SanFrancisco,7,21,7,13,48,45.5,45,1.5,0.5,110,1
1208,138,H,NewOrleans,13,14,6,13,46,3,1.5,1.5,0.5,-130,26
1208,139,V,Cincinnati,6,7,3,3,19,43,43.5,4,0.5,240,22.5
1208,140,H,Cleveland,7,7,10,3,27,10.5,6.5,4,0.5,-300,3
1208,141,V,Carolina,0,10,0,10,20,48.5,48,2,0.5,160,24
1208,142,H,Atlanta,3,10,17,10,40,1.5,3.5,2,0.5,-190,0.5
1208,143,V,Detroit,0,0,0,7,7,44,44.5,1,0.5,500,20.5
1208,144,H,Minnesota,7,10,0,3,20,13,12,1,0.5,-700,4.5
1208,145,V,Miami,3,6,3,9,21,44,47.5,2.5,3.5,190,23.5
1208,146,H,NYJets,0,16,0,6,22,7.5,5,2.5,3.5,-240,0.5
1208,147,V,Indianapolis,10,17,8,0,35,50.5,47,1,3.5,150,24
1208,148,H,TampaBay,14,7,7,10,38,2,3,1,3.5,-180,3
1208,149,V,LAChargers,7,17,14,7,45,1,3,2,3,-185,1.5
1208,150,H,Jacksonville,3,0,7,0,10,44.5,41.5,2,3,155,20
1208,151,V,KansasCity,3,17,3,0,23,50.5,49,0.5,1.5,142,24
1208,152,H,NewEngland,7,0,6,3,16,3.5,3,0.5,1.5,-165,2.5
1208,153,V,Pittsburgh,10,3,7,3,23,2.5,1.5,1,0.5,-125,0.5
1208,154,H,Arizona,0,10,0,7,17,43,43.5,1,0.5,105,20.5
1208,155,V,Tennessee,7,14,7,14,42,1,3,2,0.5,-150,3
1208,156,H,Oakland,7,14,0,0,21,46.5,47,2,0.5,130,25.5
1208,157,V,Seattle,3,0,6,3,12,2.5,48,4,1.5,105,3.5
1208,158,H,LARams,7,14,0,7,28,46.5,1.5,4,1.5,-125,24
1211,159,V,NYGiants,0,17,0,0,17,46.5,45.5,0.5,1,350,22.5
1211,160,H,Philadelphia,0,3,7,7,23,8.5,9,0.5,1,-450,7
1212,301,V,NYJets,0,7,0,14,21,44,43.5,2.5,0.5,850,21
1212,302,H,Baltimore,13,8,14,7,42,14.5,17,2.5,0.5,-1500,7
1215,305,V,TampaBay,14,7,3,14,38,3,6,3,1,-275,2.5
1215,306,H,Detroit,0,3,7,7,17,47.5,46.5,3,1,225,21
1215,307,V,Philadelphia,3,7,7,20,37,6,6.5,0.5,1,-310,6
1215,308,H,Washington,7,7,0,13,27,40,39,0.5,1,250,20.5
1215,309,V,Chicago,0,3,0,10,13,41,40.5,2,0.5,180,19.5
1215,310,H,GreenBay,7,0,14,0,21,6.5,4.5,2,0.5,-220,2
1215,311,V,NewEngland,7,6,14,7,34,11,10.5,0.5,2,-650,3.5
1215,312,H,Cincinnati,10,0,0,3,13,40,42,0.5,2,450,20.5
1215,313,V,Houston,0,14,0,10,24,47.5,50,0.5,2.5,145,24.5
1215,314,H,Tennessee,0,0,7,14,21,2.5,3,0.5,2.5,-170,6
1215,315,V,Seattle,13,7,3,7,30,5,6,1,0.5,-280,0.5
1215,316,H,Carolina,0,7,3,14,24,48.5,49,1,0.5,230,23.5
1215,317,V,Denver,0,3,0,0,3,46.5,42.5,4,4,375,20.5
1215,318,H,KansasCity,6,9,8,0,23,13,9,4,4,-500,3
1215,319,V,Miami,0,10,3,7,20,48,46.5,0,1.5,160,23.5
1215,320,H,NYGiants,0,7,16,13,36,3.5,3.5,0,1.5,-190,0.5
1215,321,V,Buffalo,0,7,0,10,17,37,37,1,0,100,17
1215,322,H,Pittsburgh,0,3,7,0,10,pk,1,1,0,-120,0.5
1215,323,V,Jacksonville,3,0,3,14,20,44.5,47,3,2.5,275,23.5
1215,324,H,Oakland,10,6,0,0,16,4,7,3,2.5,-350,2
1215,325,V,Cleveland,0,10,7,7,24,3,3,0,2,-160,4.5
1215,326,H,Arizona,7,14,7,10,38,47,49,0,2,140,26.5
1215,327,V,Atlanta,0,10,0,19,29,45.5,49.5,2,4,400,24
1215,328,H,SanFrancisco,0,10,3,9,22,12,10,2,4,-550,6.5
1215,329,V,LARams,0,7,0,14,21,47,1,4,1.5,-115,5
1215,330,H,Dallas,7,21,3,13,44,3,48.5,4,1.5,-105,24.5
1215,331,V,Minnesota,6,13,6,14,39,3,1.5,1.5,1,-120,23
1215,332,H,LAChargers,3,7,0,0,10,46,45,1.5,1,100,3
1216,333,V,Indianapolis,0,0,0,7,7,44,49.5,0.5,5.5,325,23
1216,334,H,NewOrleans,3,17,14,0,34,8.5,8,0.5,5.5,-425,3.5
1221,451,V,LARams,7,14,7,3,31,46.5,45.5,1,1,270,24
1221,452,H,SanFrancisco,3,21,0,10,34,6,7,1,1,-340,3.5
1221,453,V,Buffalo,3,7,7,0,17,38.5,39,0,0.5,250,20
1221,454,H,NewEngland,7,3,3,11,24,6.5,6.5,0,0.5,-310,3.5
1221,455,V,Houston,10,7,3,3,23,53,3,3,2.5,-150,2
1221,456,H,TampaBay,3,14,3,0,20,pk,50.5,3,2.5,130,25
1222,457,V,Detroit,3,7,7,0,17,37.5,40,1.5,2.5,290,20.5
1222,458,H,Denver,0,10,3,14,27,6.5,8,1.5,2.5,-380,6.5
1222,459,V,Oakland,7,7,7,3,24,47,45,1,2,270,23
1222,460,H,LAChargers,0,7,7,3,17,6.5,7.5,1,2,-340,4.5
1222,461,V,Jacksonville,0,3,3,6,12,46,48,0,2,275,23
1222,462,H,Atlanta,14,3,0,7,24,7,7,0,2,-350,2.5
1222,463,V,NewOrleans,0,10,21,7,38,1,3,2,2.5,-190,5.5
1222,464,H,Tennessee,14,0,7,7,28,51,48.5,2,2.5,160,24
1222,465,V,NYGiants,14,14,7,0,41,41,1.5,3.5,1.5,-130,23.5
1222,466,H,Washington,7,7,7,14,35,2,42.5,3.5,1.5,110,3
1222,467,V,Pittsburgh,0,10,0,0,10,3,3,0,2,-180,3
1222,468,H,NYJets,7,3,3,3,16,38.5,36.5,0,2,150,18.5
1222,469,V,Cincinnati,0,6,6,23,35,45.5,1.5,4,0,-125,4
1222,470,H,Miami,14,7,7,7,38,2.5,45.5,4,0,105,23.5
1222,471,V,Carolina,0,3,3,0,6,46.5,46.5,0.5,0,260,21.5
1222,472,H,Indianapolis,14,7,3,14,38,6.5,7,0.5,0,-330,2.5
1222,473,V,Baltimore,0,14,7,10,31,7,10,3,0,-500,6
1222,474,H,Cleveland,0,6,3,6,15,49,49,3,0,375,24
1222,475,V,Dallas,0,6,0,3,9,1,2.5,1.5,1,-145,2.5
1222,476,H,Philadelphia,10,0,7,0,17,47.5,46.5,1.5,1,125,23.5
1222,477,V,Arizona,7,10,3,7,27,48.5,51,2.5,2.5,330,26
1222,478,H,Seattle,7,0,0,6,13,10,7.5,2.5,2.5,-430,7
1222,479,V,KansasCity,7,10,0,9,26,4,7,3,0.5,-310,3
1222,480,H,Chicago,0,0,3,0,3,45,45.5,3,0.5,250,21
1223,481,V,GreenBay,3,6,8,6,23,46.5,47,0,0.5,180,23
1223,482,H,Minnesota,3,7,0,0,10,4.5,4.5,0,0.5,-220,1.5
1229,101,V,Tennessee,7,7,7,14,35,49,10,11,6,-450,6
1229,102,H,Houston,7,0,7,0,14,1,43,11,6,350,21
1229,103,V,Cleveland,7,9,0,7,23,3,2.5,0.5,2,-145,2.5
1229,104,H,Cincinnati,13,7,3,10,33,46,44,0.5,2,125,22
1229,105,V,Chicago,6,5,7,3,21,41.5,5,12,6,-250,2.5
1229,106,H,Minnesota,0,6,0,13,19,7,35.5,12,6,200,17
1229,107,V,Indianapolis,10,10,0,0,20,1,5.5,4.5,3,-250,0.5
1229,108,H,Jacksonville,3,13,8,14,38,44.5,41.5,4.5,3,200,22
1229,109,V,Atlanta,10,6,0,6,28,50.5,48.5,1,2,105,0.5
1229,110,H,TampaBay,0,22,0,0,22,2.5,1.5,1,2,-125,23.5
1229,111,V,Washington,0,10,6,0,16,44,47,2,3,525,21.5
1229,112,H,Dallas,6,14,17,10,47,14,12,2,3,-750,3.5
1229,113,V,NewOrleans,14,21,7,0,42,11,14.5,3.5,3,-1000,3.5
1229,114,H,Carolina,0,3,7,0,10,48,45,3.5,3,650,19.5
1229,115,V,Philadelphia,3,7,7,17,34,4,3.5,0.5,0.5,-200,pk
1229,116,H,NYGiants,0,3,14,0,17,45,44.5,0.5,0.5,170,21
1229,117,V,Pittsburgh,0,7,3,0,10,40.5,2,4.5,5.5,-130,3
1229,118,H,Baltimore,6,10,0,12,28,2.5,35,4.5,5.5,110,16.5
1229,119,V,NYJets,0,3,0,10,13,37,1.5,7,0,-125,pk
1229,120,H,Buffalo,0,0,3,3,6,5.5,37,7,0,105,15
1229,121,V,Miami,3,7,7,10,27,43.5,45.5,0.5,2,900,23
1229,122,H,NewEngland,0,10,7,7,24,16.5,17,0.5,2,-1600,9.5
1229,123,V,GreenBay,0,3,7,13,23,10,13.5,3.5,2.5,-900,10
1229,124,H,Detroit,7,10,0,3,20,41.5,44,3.5,2.5,600,23
1229,125,V,LAChargers,0,7,7,7,21,48,46,3,2,375,23
1229,126,H,KansasCity,3,7,14,7,31,7,10,3,2,-500,4.5
1229,127,V,Arizona,7,3,7,7,24,49,46,0.5,3,250,22.5
1229,128,H,LARams,3,14,0,14,31,7,6.5,0.5,3,-310,0.5
1229,129,V,SanFrancisco,10,3,6,7,26,47,3.5,3.5,0,-190,1
1229,130,H,Seattle,0,0,7,14,21,pk,47,3.5,0,160,22
1229,131,V,Oakland,0,3,0,12,15,41.5,41,0.5,0.5,200,0.5
1229,132,H,Denver,0,10,3,3,16,4.5,5,0.5,0.5,-250,20.5
104,141,V,Buffalo,7,6,3,3,19,41,43,0.5,2,125,21.5
104,142,H,Houston,0,0,8,11,22,3,2.5,0.5,2,-145,4.5
104,143,V,Tennessee,7,7,0,6,20,42.5,45.5,0.5,3,195,23.5
104,144,H,NewEngland,3,10,0,0,13,5.5,5,0.5,3,-230,3
105,145,V,Minnesota,3,10,7,0,26,47,49.5,0,2.5,290,26
105,146,H,NewOrleans,3,7,0,10,20,7,7,0,2.5,-350,6
105,147,V,Seattle,3,7,7,0,17,46,44,0,2,-105,2
105,148,H,Philadelphia,0,3,6,0,9,1,1,0,2,-115,20
111,301,V,Minnesota,7,3,0,0,10,45.5,44.5,0.5,1,260,21.5
111,302,H,SanFrancisco,7,7,10,3,27,6.5,7,0.5,1,-310,3.5
111,303,V,Tennessee,7,7,14,0,28,48,47.5,0.5,0.5,400,24.5
111,304,H,Baltimore,0,6,0,6,12,9.5,10,0.5,0.5,-500,9.5
112,305,V,Houston,21,3,7,0,31,48,51,2.5,3,400,27
112,306,H,KansasCity,0,28,13,10,51,7.5,10,2.5,3,-500,7
112,307,V,Seattle,3,0,14,6,23,47,45.5,1.5,1.5,190,3
112,308,H,GreenBay,7,14,7,0,28,3.5,5,1.5,1.5,-220,22.5
119,311,V,GreenBay,0,0,7,13,20,44.5,47,0.5,2.5,300,21.5
119,312,H,SanFrancisco,7,20,7,3,37,7,7.5,0.5,2.5,-360,pk
119,313,V,Tennessee,10,7,0,7,24,51.5,51.5,0.5,0,280,27
119,314,H,KansasCity,7,14,0,14,35,7.5,7,0.5,0,-340,4
202,101,N,SanFrancisco,3,7,10,0,20,51,53,2,2,110,27.5
202,102,N,KansasCity,7,3,0,21,31,pk,2,2,2,-130,pk
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
