Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,Line_Move,Total_Move,ML,2H
1127,269,V,Carolina,7,0,18,7,32,48,48,0.5,0,161,24
1127,270,H,Oakland,7,17,0,11,35,4,3.5,0.5,0,-181,pk
1127,271,V,KansasCity,0,9,7,8,30,40.5,39.5,0,1,170,19.5
1127,272,H,Denver,0,3,7,14,27,3.5,3.5,0,1,-200,3
1127,273,V,NewEngland,0,10,3,9,22,9,9,0,0,-460,6
1127,274,H,NYJets,3,7,0,7,17,48,48,0,0,365,24.5
1128,275,V,GreenBay,7,7,3,10,27,47,47,1,0,175,24.5
1128,276,H,Philadelphia,7,3,3,0,13,3,4,1,0,-205,3
1201,301,V,Dallas,0,7,0,10,17,3.5,3,0.5,0,-160,1
1201,302,H,Minnesota,3,0,3,9,15,43.5,43.5,0.5,0,140,20.5
1204,351,V,Denver,0,10,7,3,20,4,3.5,0.5,4.5,-180,17.5
1204,352,H,Jacksonville,0,3,0,7,10,43,38.5,0.5,4.5,160,pk
1204,353,V,KansasCity,6,14,7,2,29,49,50,1,1,199,27
1204,354,H,Atlanta,10,6,0,12,28,4,5,1,1,-241,3
1204,355,V,Houston,0,0,7,6,13,45.5,44,1,1.5,284,20
1204,356,H,GreenBay,0,7,0,14,21,6,7,1,1.5,-350,3.5
1204,357,V,Philadelphia,0,0,7,7,14,1.5,41.5,2.5,1,103,1.5
1204,358,H,Cincinnati,10,9,10,3,32,42.5,1,2.5,1,-123,20.5
1204,359,V,Detroit,3,10,6,9,28,54,53.5,2.5,0.5,230,27.5
1204,360,H,NewOrleans,0,6,0,7,13,3.5,6,2.5,0.5,-290,4.5
1204,361,V,SanFrancisco,0,6,0,0,6,42.5,1,2,1.5,-115,19.5
1204,362,H,Chicago,0,7,14,5,26,1,44,2,1.5,-105,pk
1204,363,V,LosAngeles,0,0,3,7,10,46,44,0,2,600,18
1204,364,H,NewEngland,7,10,6,3,26,13,13,0,2,-900,6
1204,365,V,Miami,0,0,0,6,6,41.5,41.5,0.5,0,170,2.5
1204,366,H,Baltimore,14,10,0,14,38,3.5,3,0.5,0,-200,20.5
1204,367,V,Buffalo,3,7,14,0,24,50,48.5,0.5,1.5,131,24
1204,368,H,Oakland,3,6,14,15,38,3.5,3,0.5,1.5,-151,2
1204,369,V,TampaBay,7,0,10,11,28,48,49.5,0.5,1.5,165,0.5
1204,370,H,SanDiego,7,7,7,0,21,3.5,3,0.5,1.5,-185,24.5
1204,371,V,Washington,0,6,14,3,23,50.5,48,0,2.5,118,0.5
1204,372,H,Arizona,7,3,7,14,31,2.5,2.5,0,2.5,-138,24
1204,373,V,NYGiants,0,0,7,7,14,50,50,2,0,239,24.5
1204,374,H,Pittsburgh,5,9,7,3,24,4.5,6.5,2,0,-303,0.5
1204,375,V,Carolina,0,7,0,0,7,45,44,2.5,1,345,22.5
1204,376,H,Seattle,10,13,7,10,40,6.5,9,2.5,1,-425,3.5
1205,377,V,Indianapolis,14,10,10,7,41,48.5,48.5,1.5,0,105,24
1205,378,H,NYJets,0,3,0,7,10,pk,1.5,1.5,0,-125,0.5
1208,101,V,Oakland,3,7,3,0,13,47,46,0.5,1,170,23.5
1208,102,H,KansasCity,0,21,0,0,21,3,3.5,0.5,1,-190,pk
1211,105,V,Denver,0,0,0,10,10,43.5,44,1,0.5,115,20.5
1211,106,H,Tennessee,10,3,0,0,13,1,2,1,0.5,-135,pk
1211,107,V,SanDiego,0,7,9,0,16,49.5,48.5,0.5,1,105,0.5
1211,108,H,Carolina,10,13,3,2,28,1.5,1,0.5,1,-125,23.5
1211,109,V,Houston,3,10,3,6,22,47,47.5,0,0.5,235,24
1211,110,H,Indianapolis,3,0,7,7,17,6.5,6.5,0,0.5,-300,6.5
1211,111,V,Cincinnati,13,7,0,3,23,5,4,1,2.5,-185,0.5
1211,112,H,Cleveland,0,0,7,3,10,44,41.5,1,2.5,165,17.5
1211,113,V,Pittsburgh,7,7,7,6,27,1,1,0,2,-123,23
1211,114,H,Buffalo,0,7,0,13,20,47.5,45.5,0,2,103,0.5
1211,115,V,Arizona,6,3,0,14,23,44,2,4.5,0.5,-130,1.5
1211,116,H,Miami,7,7,7,5,26,2.5,44.5,4.5,0.5,110,21
1211,117,V,Chicago,3,0,7,7,17,44,42,2.5,2,295,21
1211,118,H,Detroit,0,10,3,7,20,9.5,7,2.5,2,-360,2.5
1211,119,V,Minnesota,6,3,3,13,25,3,3,0,2,-179,2.5
1211,120,H,Jacksonville,0,9,7,0,16,40,38,0,2,159,20
1211,121,V,NewOrleans,0,8,3,0,11,51,52,0,1,120,2
1211,122,H,TampaBay,3,10,0,3,16,2.5,2.5,0,1,-140,24.5
1211,123,V,Washington,0,7,14,6,27,pk,2,2,1,-122,3.5
1211,124,H,Philadelphia,3,10,0,9,22,47.5,48.5,2,1,103,24.5
1211,125,V,NYJets,0,3,3,11,23,45,43,2,2,130,20.5
1211,126,H,SanFrancisco,14,3,0,0,17,1,3,2,2,-150,0.5
1211,127,V,Seattle,3,0,0,7,10,3,3,0,0,-151,5
1211,128,H,GreenBay,7,14,7,10,38,46.5,46.5,0,0,131,24
1211,129,V,Atlanta,7,14,21,0,42,5.5,4.5,1,2.5,-214,0.5
1211,130,H,LosAngeles,0,0,0,14,14,46,43.5,1,2.5,184,20
1211,131,V,Dallas,7,0,0,0,7,3,3.5,0.5,0.5,-185,0.5
1211,132,H,NYGiants,0,0,10,0,10,47.5,47,0.5,0.5,165,24
1212,133,V,Baltimore,0,3,14,6,23,44.5,46,2,1.5,220,24
1212,134,H,NewEngland,9,7,7,7,30,8,6,2,1.5,-260,pk
1215,301,V,LosAngeles,0,3,0,0,3,40.5,39.5,2,1,900,19.5
1215,302,H,Seattle,0,10,7,7,24,14,16,2,1,-1600,7
1217,303,V,Miami,0,13,21,0,34,3,2.5,0.5,2,-145,0.5
1217,304,H,NYJets,7,3,0,3,13,41.5,39.5,0.5,2,125,21
1218,305,V,TampaBay,3,3,14,0,20,46,47.5,0,1.5,255,24
1218,306,H,Dallas,0,17,0,9,26,7,7,0,1.5,-320,2.5
1218,307,V,Detroit,0,3,3,0,6,44,42.5,0,1.5,175,21
1218,308,H,NYGiants,7,3,0,7,17,4,4,0,1.5,-205,pk
1218,309,V,Philadelphia,3,11,0,12,26,42,41,1,1,205,21
1218,310,H,Baltimore,10,10,0,7,27,6,5,1,1,-245,2.5
1218,311,V,GreenBay,7,3,17,3,30,6.5,4.5,2,4,-240,3
1218,312,H,Chicago,0,10,0,17,27,44,40,2,4,200,21.5
1218,313,V,Indianapolis,10,17,0,7,34,44,44.5,1,0.5,200,21.5
1218,314,H,Minnesota,0,0,3,3,6,4,5,1,0.5,-240,6.5
1218,315,V,Cleveland,3,0,10,0,13,44,43.5,0,0.5,380,20
1218,316,H,Buffalo,10,7,7,9,33,10.5,10.5,0,0.5,-480,4
1218,317,V,Tennessee,0,7,0,12,19,43.5,43,0,0.5,220,21.5
1218,318,H,KansasCity,14,3,0,0,17,6,6,0,0.5,-270,0.5
1218,319,V,Jacksonville,0,13,7,0,20,41,39.5,2.5,1.5,165,19.5
1218,320,H,Houston,0,5,6,10,21,6,3.5,2.5,1.5,-185,3.5
1218,321,V,NewOrleans,10,14,3,21,48,50,48,0,2,140,25.5
1218,322,H,Arizona,7,13,7,14,41,3,3,0,2,-160,1.5
1218,323,V,SanFrancisco,0,13,0,0,13,51.5,51.5,1,0,625,24
1218,324,H,Atlanta,21,7,10,3,41,13,14,1,0,-925,6.5
1218,325,V,NewEngland,3,7,3,3,16,3,3,0,1.5,-150,21.5
1218,326,H,Denver,3,0,0,0,3,44.5,43,0,1.5,130,0.5
1218,327,V,Oakland,3,7,3,6,19,3,2.5,0.5,1,-141,3
1218,328,H,SanDiego,7,3,6,0,16,51,50,0.5,1,121,24.5
1218,329,V,Pittsburgh,3,6,6,9,24,3.5,3,0.5,1,-160,6
1218,330,H,Cincinnati,10,10,0,0,20,45,46,0.5,1,140,24
1219,331,V,Carolina,10,3,10,3,26,51,51,2.5,0,245,27
1219,332,H,Washington,3,6,0,6,15,4.5,7,2.5,0,-310,6.5
1222,101,V,NYGiants,3,10,3,3,19,3,42.5,4,0.5,100,1.5
1222,102,H,Philadelphia,14,7,0,3,24,42,1,4,0.5,-120,22
1224,103,V,Washington,14,10,7,10,41,3,3,0,3.5,-150,25.5
1224,104,H,Chicago,0,14,0,7,21,45.5,49,0,3.5,130,0.5
1224,105,V,Miami,7,7,14,3,34,44,44.5,1.5,0.5,190,21
1224,106,H,Buffalo,0,7,14,10,31,3,4.5,1.5,0.5,-220,3.5
1224,107,V,TampaBay,0,7,14,3,24,52.5,53.5,0,1,155,pk
1224,108,H,NewOrleans,7,6,15,3,31,3,3,0,1,-175,25.5
1224,109,V,Atlanta,13,7,3,10,33,1,3,2,3,-155,22.5
1224,110,H,Carolina,0,3,10,3,16,52,49,2,3,135,pk
1224,111,V,Minnesota,3,10,0,12,25,43.5,44.5,1,1,240,pk
1224,112,H,GreenBay,14,14,0,10,38,7,6,1,1,-280,23
1224,113,V,NYJets,0,0,0,3,3,44.5,44.5,3,0,1200,18.5
1224,114,H,NewEngland,10,17,7,7,41,14,17,3,0,-3000,6
1224,115,V,Tennessee,0,7,3,7,17,3.5,4,0.5,0.5,-200,5.5
1224,116,H,Jacksonville,10,9,6,13,38,44.5,44,0.5,0.5,175,22.5
1224,117,V,SanDiego,10,0,7,0,17,6.5,4.5,2,0,-210,3.5
1224,118,H,Cleveland,7,10,3,0,20,45.5,45.5,2,0,180,22
1224,119,V,Indianapolis,0,7,7,11,25,52.5,52,1,0.5,160,pk
1224,120,H,Oakland,0,19,14,0,33,4,3,1,0.5,-180,26
1224,121,V,SanFrancisco,7,0,0,15,22,41,39.5,3,1.5,215,19.5
1224,122,H,LosAngeles,14,0,0,7,21,3,6,3,1.5,-255,2
1224,123,V,Arizona,7,7,0,20,34,44,43.5,2,0.5,360,22.5
1224,124,H,Seattle,0,3,7,21,31,7,9,2,0.5,-430,6.5
1224,125,V,Cincinnati,0,3,0,7,10,41,41.5,0,0.5,135,20
1224,126,H,Houston,0,0,3,9,12,3,3,0,0.5,-155,0.5
1225,127,V,Baltimore,3,3,11,10,27,44.5,46.5,1.5,2,210,23
1225,128,H,Pittsburgh,7,0,3,21,31,4,5.5,1.5,2,-260,3
1225,129,V,Denver,7,3,0,0,10,38,38.5,1,0.5,170,20
1225,130,H,KansasCity,21,0,0,12,33,4.5,3.5,1,0.5,-200,0.5
1226,131,V,Detroit,7,14,0,0,21,41.5,47,0.5,5.5,220,24
1226,132,H,Dallas,14,7,14,7,42,7,6.5,0.5,5.5,-260,3
101,301,V,Houston,0,0,10,7,17,41,41.5,0,0.5,145,pk
101,302,H,Tennessee,7,7,7,3,24,3,3,0,0.5,-165,17
101,303,V,Buffalo,0,3,0,7,10,5,3.5,1.5,2,-185,1
101,304,H,NYJets,0,10,10,10,30,45,43,1.5,2,165,20.5
101,305,V,Baltimore,3,0,0,7,10,41.5,2.5,5,1,-145,3
101,306,H,Cincinnati,14,6,0,7,27,2.5,40.5,5,1,125,20.5
101,307,V,NYGiants,3,7,0,9,19,44,47,4.5,3,340,23
101,308,H,Washington,0,0,3,7,10,5,9.5,4.5,3,-410,7
101,309,V,GreenBay,0,10,7,14,31,3,3.5,0.5,2.5,-190,4
101,310,H,Detroit,0,14,0,10,24,48,50.5,0.5,2.5,170,26.5
101,311,V,Jacksonville,10,7,0,3,20,48.5,48.5,1.5,0,220,24
101,312,H,Indianapolis,0,3,14,7,24,7,5.5,1.5,0,-260,3
101,313,V,Dallas,0,10,3,0,13,3.5,44,10,1,210,20.5
101,314,H,Philadelphia,3,7,7,10,27,45,6.5,10,1,-250,6.5
101,315,V,Chicago,0,10,0,0,10,40,44,0.5,4,220,22
101,316,H,Minnesota,7,17,0,14,38,6.5,6,0.5,4,-260,pk
101,317,V,Carolina,7,0,3,6,16,47.5,44.5,0,3,160,21
101,318,H,TampaBay,3,0,7,7,17,3.5,3.5,0,3,-180,2.5
101,319,V,Cleveland,7,7,0,7,24,45.5,41.5,9,4,160,pk
101,320,H,Pittsburgh,0,7,0,14,27,12.5,3.5,9,4,-180,20.5
101,321,V,NewOrleans,10,3,0,19,32,56,59,1,3,320,29
101,322,H,Atlanta,14,21,3,0,38,6.5,7.5,1,3,-380,3
101,323,V,NewEngland,14,6,7,8,35,6,8,2,2,-380,2.5
101,324,H,Miami,0,7,7,0,14,44.5,46.5,2,2,320,23
101,325,V,Arizona,3,13,14,14,44,7.5,7,0.5,2.5,-320,2.5
101,326,H,LosAngeles,0,6,0,0,6,41.5,39,0.5,2.5,265,19
101,327,V,KansasCity,3,17,14,3,37,4.5,5.5,1,0.5,-240,3
101,328,H,SanDiego,3,7,7,10,27,45,44.5,1,0.5,200,22
101,329,V,Seattle,3,16,3,3,25,9,11.5,2.5,0,-550,6.5
101,330,H,SanFrancisco,7,7,2,7,23,44.5,44.5,2.5,0,425,23
101,331,V,Oakland,0,0,6,0,6,40,40,2,0,105,17.5
101,332,H,Denver,7,10,7,0,24,3.5,1.5,2,0,-125,pk
107,101,V,Oakland,7,0,0,7,14,47,37.5,1,9.5,190,20
107,102,H,Houston,10,10,0,7,27,3,4,1,9.5,-220,0.5
107,103,V,Detroit,0,3,3,0,6,44.5,45,4,0.5,330,22.5
107,104,H,Seattle,0,10,0,16,26,4,8,4,0.5,-400,3
108,105,V,Miami,3,3,0,6,12,47.5,47.5,1.5,0,500,23.5
108,106,H,Pittsburgh,14,6,10,0,30,10,11.5,1.5,0,-700,3.5
108,107,V,NYGiants,3,3,7,0,13,44.5,46.5,1.5,2,195,pk
108,108,H,GreenBay,0,14,10,14,38,4,5.5,1.5,2,-230,24
114,301,V,Seattle,7,3,3,7,20,49.5,51.5,3,2,235,25.5
114,302,H,Atlanta,0,19,7,10,36,3.5,6.5,3,2,-275,1.5
114,303,V,Houston,3,10,0,3,16,45.5,44.5,2.5,1,1000,22.5
114,304,H,NewEngland,14,3,7,10,34,14.5,17,2.5,1,-2000,7.5
115,305,V,Pittsburgh,6,6,3,3,18,1,45.5,3,1,110,24
115,306,H,KansasCity,7,0,3,6,16,46.5,2,3,1,-130,2
115,307,V,GreenBay,7,14,7,6,34,51.5,53.5,1,2,200,28
115,308,H,Dallas,3,10,0,18,31,4,5,1,2,-240,5
122,311,V,GreenBay,0,0,15,6,21,60.5,60.5,1,0,195,4
122,312,H,Atlanta,10,14,13,7,44,5,6,1,0,-230,30.5
122,313,V,Pittsburgh,0,9,0,8,17,51,50.5,0,0.5,200,27
122,314,H,NewEngland,10,7,16,3,36,5.5,5.5,0,0.5,-240,pk
205,101,N,NewEngland,0,3,6,19,34,3,3,0,0.5,-140,4.5
205,102,N,Atlanta,0,21,7,0,28,57.5,57,0,0.5,120,30.5
